wid hit.count mean.bad.ref mean.sys.out mean.ref min.hit.time mean.hit.time mean.concurrent max.concurrent max.const.seq.len reject.rate scores.flag time.flag seq.flag reject.flag 
M1034 1 85 80.8 88.3 793 793 1 1 2 0 flag(scrs) - - - 
M1599 5 50 54.5 56.1 1932 2839.8 1 1 2 0 - - - - 
M0830 5 68.2 64.2 63.4 724.3 1618.3 2 3 3 0 flag(scrs) - - - 
M0886 1 0 78.8 100 1188 1188 1 1 3 0 - - - - 
M1311 1 76 78.5 93.2 3159 3159 1 1 2 0 - - - - 
M0042 16 59.6 59.1 83.9 138 2137.1 1 1 14 0 flag(scrs) flag(time) flag(seq) - 
M0771 1 75.7 75.3 70.6 640 640 1 1 5 0 flag(scrs) - - - 
M0748 3 80.4 82 81.9 1915.3 2413.4 2.7 3 3 0 - - - - 
M1094 1 34.2 83.1 98.4 3414 3414 1 1 2 0 - - - - 
M1135 2 40.6 78.3 77.6 2889 3692.5 1 1 5 0 - - - - 
M1001 1 49.6 49.9 64.5 868 868 1 1 2 0 - - - - 
M0272 4 75.5 74.6 79.1 1827 4858 1 1 2 0.25 flag(scrs) - - - 
M0698 1 7.7 35.2 99.9 1723 1723 1 1 4 0 - - - - 
M1133 1 66.4 53.7 75.2 1271 1271 1 1 2 0 flag(scrs) - - - 
M0097 17 66.8 73.3 83.7 524 1167.1 1 1 3 0 - - - - 
M1346 24 73.6 74.3 95.5 982 2344 2.6 4 4 0 - - - - 
M1640 3 74.8 78.8 87.2 648 2012.3 1 1 3 0 - - - - 
M0605 2 42.5 51.2 36.8 1167 1427.5 1 1 2 0 - - - - 
M1256 2 67.8 54.1 68.2 440 1090.5 1 1 37 0 flag(scrs) - flag(seq) - 
M0781 2 61.3 58.7 65.7 948 1236 1 1 3 0 flag(scrs) - - - 
M0149 1 74.4 62.5 71.7 689 689 1 1 5 0 flag(scrs) - - - 
M0945 1 97.6 92.4 98.2 440 440 1 1 4 0 flag(scrs) - - - 
M0899 2 17.7 84.3 99.6 1774 1848.5 1 1 6 0 - - - - 
M1230 1 57.9 61.8 59.2 1016 1016 1 1 3 0 - - - - 
M1601 1 7.4 48.9 99.2 1535 1535 1 1 3 0 - - - - 
M0689 1 92.2 91.6 93.4 281 281 1 1 3 0 flag(scrs) flag(time) - - 
M1430 19 58.4 58.9 58.1 145.8 569.4 3.3 8 0 0.05 - flag(time) - - 
M1515 42 21.3 23.2 92.4 54.8 843.6 4.5 13 8 0 - flag(time) - - 
M1626 1 77.3 96.8 98.5 547 547 1 1 11 0 - - flag(seq) - 
M0189 1 83.4 71.3 83.9 3295 3295 1 1 2 0 flag(scrs) - - - 
M0232 2 66.1 84.2 87.6 447 454.5 1 1 3 0 - - - - 
M0905 2 40.1 39.6 51.5 677 1885.5 1 1 2 0 flag(scrs) - - - 
M0112 1 48.7 51 87.1 666 666 1 1 2 0 - - - - 
M1314 1 59.6 49 90.7 4993 4993 1 1 2 1 flag(scrs) - - - 
M0711 2 65.8 63.2 62.5 226 1118 1 1 0 0 flag(scrs) flag(time) - - 
M1655 1 43.1 89.9 100 2318 2318 1 1 3 0 - - - - 
M0282 5 42.2 82 98.8 1487 1906.2 1 1 4 0 - - - - 
M0430 1 77.6 79.1 81.1 514 514 1 1 0 0 - - - - 
M0091 18 70.9 84.1 96.9 351.8 1830.6 2.8 4 7 0 - - - - 
M1641 1 41.5 88.1 99.3 1513 1513 1 1 5 0 - - - - 
M1574 16 56.8 55.8 56.9 99.5 281.9 1.4 2 3 0 flag(scrs) flag(time) - - 
M0314 1 74.1 70.3 87.9 538 538 1 1 2 0 flag(scrs) - - - 
M0860 1 2.8 52 99.7 2562 2562 1 1 5 0 - - - - 
M0260 1 67 69 84.3 1251 1251 1 1 0 0 - - - - 
M0093 10 83.5 86.6 84.8 278 3479 1 1 2 0 - flag(time) - - 
M0850 1 50 46.9 100 5421 5421 1 1 4 0 flag(scrs) - - - 
M0633 1 80.5 78.2 85.7 495 495 1 1 2 0 flag(scrs) - - - 
M0422 1 72.6 78.9 95.7 2767 2767 1 1 2 0 - - - - 
M1343 3 72.9 91 98.8 1921 2871.7 1 1 3 0 - - - - 
M0464 1 44.6 37.8 40.3 1242 1242 1 1 2 0 flag(scrs) - - - 
M0862 4 62.9 60 59.1 1147 2366 1 1 2 0 flag(scrs) - - - 
M0632 1 27.8 69.7 99.6 1041 1041 1 1 2 0 - - - - 
M0589 1 56.3 81.7 99.2 2106 2106 1 1 3 0 - - - - 
M1110 1 90.5 86.4 88.4 929 929 1 1 3 0 flag(scrs) - - - 
M0382 20 76.5 74.1 72.3 114.6 420.6 14.3 19 2 0 flag(scrs) flag(time) - - 
M0240 3 53.8 76.8 97.1 1025 1526.7 1 1 2 0 - - - - 
M1556 1 55.7 72.1 77.2 296 296 1 1 2 0 - flag(time) - - 
M0870 3 82.6 82.7 83.1 1981.7 2388.6 2.7 3 3 0 - - - - 
M0317 1 41.7 78.4 100 1242 1242 1 1 7 0 - - - - 
M0251 1 NaN 93.1 NaN 368 368 1 1 4 0 flag(incomplete) - - - 
M1613 1 20.1 71.7 80.3 1081 1081 1 1 2 0 - - - - 
M0136 1 69.1 69.1 59.1 256 256 1 1 3 0 flag(scrs) flag(time) - - 
M1206 1 0 0 0 301 301 1 1 92 1 flag(scrs) - flag(seq) - 
M0516 1 60.6 62 63.9 363 363 1 1 2 0 - - - - 
M1421 1 31.9 44.6 85.1 930 930 1 1 2 0 - - - - 
M0391 1 20 85 95.1 659 659 1 1 3 0 - - - - 
M1115 3 53.3 51 53.9 424 1136.3 1 1 2 0 flag(scrs) - - - 
M0487 1 19.2 59 94 4771 4771 1 1 2 0 - - - - 
M0691 6 55.5 62.3 96 1699.3 3155.7 1.8 3 2 0 - - - - 
M0030 13 62.9 60.9 65.2 112.7 488.6 3.2 6 0 0 flag(scrs) flag(time) - - 
M0992 8 55.8 68.4 85.9 1087 1705.9 1 1 4 0 - - - - 
M0062 12 54.8 57.7 73 479 2302.6 1.2 2 3 0 - - - - 
M0151 1 0 0 0 281 281 1 1 81 0 flag(scrs) flag(time) flag(seq) - 
M0155 1 58.6 57.1 38 3215 3215 1 1 2 0 flag(scrs) - - - 
M1553 2 82.7 81.9 81.8 671 815.5 1 1 3 0 flag(scrs) - - - 
M1446 1 72.2 71.6 58 1046 1046 1 1 2 0 flag(scrs) - - - 
M1023 1 84.1 67.2 72 447 447 1 1 3 0 flag(scrs) - - - 
M1144 16 51.5 70.3 98.4 166.6 1435.4 2.8 5 8 0.19 - flag(time) - - 
M0098 3 20 66.2 96.3 1269 1846 1 1 2 0 - - - - 
M1047 1 51.5 69 59.7 358 358 1 1 2 0 - - - - 
M0386 4 89.8 92.5 91.1 223 411.2 1.5 2 4 0 - flag(time) - - 
M1114 1 51.6 83.6 99.2 2478 2478 1 1 4 0 - - - - 
M1076 1 31.2 77.8 98.2 945 945 1 1 2 0 - - - - 
M0965 1 33 65.8 90.2 542 542 1 1 2 0 - - - - 
M1369 2 8.1 68.2 100 645 667 1 1 3 0 - - - - 
M0968 26 96.3 97.2 99.1 330.8 875 6.4 12 14 0.12 - - flag(seq) - 
M0688 2 76.1 75.1 95.8 644.5 968.5 2 2 2 0.5 flag(scrs) - - - 
M0473 1 83.7 83.2 86.2 731 731 1 1 2 0 flag(scrs) - - - 
M0894 1 72.8 89.4 99 1489 1489 1 1 5 0 - - - - 
M1221 1 10.1 88.8 100 1841 1841 1 1 15 0 - - flag(seq) - 
M0890 1 78 75.6 56 652 652 1 1 2 0 flag(scrs) - - - 
M0897 1 74.2 74.7 82.7 253 253 1 1 2 0 - flag(time) - - 
M0108 2 81.1 73.7 83.8 337 573 1 1 2 0.5 flag(scrs) - - - 
M0081 2 65.3 54.5 87 423 578 1 1 4 0 flag(scrs) - - - 
M1059 1 43.7 52.2 47.5 706 706 1 1 3 0 - - - - 
M1452 1 68 66.9 96.2 1215 1215 1 1 2 1 flag(scrs) - - - 
M1252 3 97.4 96.4 97.1 568 688.7 1 1 4 0 flag(scrs) - - - 
M0385 1 49.8 90.8 99.5 2501 2501 1 1 4 0 - - - - 
M1280 9 94.2 92.3 94.4 290 344.1 1 1 5 0 flag(scrs) flag(time) - - 
M0303 1 79.2 60.4 72.9 585 585 1 1 3 0 flag(scrs) - - - 
M0873 6 57.4 73.2 99.2 874 1093.2 1 1 4 0 - - - - 
M1407 1 68.6 92.8 99.3 713 713 1 1 3 0 - - - - 
M1673 1 49.1 49 50.8 2537 2537 1 1 2 0 flag(scrs) - - - 
M0053 1 26.9 65.8 93.7 2095 2095 1 1 2 0 - - - - 
M1271 1 44.8 47.6 100 1141 1141 1 1 2 0 - - - - 
M0701 6 75 77 87.3 240.5 532 1.3 2 3 0 - flag(time) - - 
M0245 1 41.9 83.5 95.2 1317 1317 1 1 3 0 - - - - 
M1246 1 77.4 74.9 78.2 1332 1332 1 1 3 0 flag(scrs) - - - 
M0680 1 37.5 74.9 98.4 2980 2980 1 1 2 0 - - - - 
M0019 1 39.4 80 96.4 1557 1557 1 1 5 0 - - - - 
M0672 33 63.2 63.8 72.2 74.1 407.4 14.7 20 3 0 - flag(time) - - 
M0724 3 26.3 88.4 99.5 1127 1541.7 1 1 5 0 - - - - 
M0459 1 21.8 90.4 99.5 1176 1176 1 1 5 0 - - - - 
M1276 3 79.3 80.6 91.5 1386 2233 1 1 9 0 - - - - 
M0817 1 76.8 70.3 80.8 1573 1573 1 1 2 0 flag(scrs) - - - 
M0344 1 40.4 71.7 37.9 2934 2934 1 1 0 0 - - - - 
M1067 1 67.4 89.7 99.6 2887 2887 1 1 4 0 - - - - 
M0315 1 64.5 61.3 69 898 898 1 1 3 0 flag(scrs) - - - 
M0737 1 48.2 73.5 100 2158 2158 1 1 4 0 - - - - 
M0401 1 66.8 66.1 71.4 6331 6331 1 1 0 0 flag(scrs) - - - 
M0914 1 25.7 67 99.6 1305 1305 1 1 2 0 - - - - 
M1183 3 74.9 78.4 79.3 986 1604.7 1.7 2 2 0 - - - - 
M0310 4 79.7 79.4 82.7 1645 3693.2 1 1 2 0.25 flag(scrs) - - - 
M0782 5 40.7 76.3 99.6 1796.5 2398.4 1.4 2 19 0.6 - - flag(seq) - 
M1255 2 72.9 70.1 78.8 513 1274.5 1 1 3 0 flag(scrs) - - - 
M0820 1 19.9 78.7 99 1970 1970 1 1 2 0 - - - - 
M1637 7 82.7 80.7 82.3 840 2033.2 1.7 3 3 0 flag(scrs) - - - 
M1692 1 58.6 80.2 33.9 433 433 1 1 2 0 - - - - 
M0841 1 47.7 53.6 52.6 1724 1724 1 1 2 0 - - - - 
M0371 2 48.1 44.9 45.2 255 491 1 1 7 0 flag(scrs) flag(time) - - 
M0697 1 90.4 87.3 90.6 1183 1183 1 1 3 0 flag(scrs) - - - 
M1113 1 51 45 53.2 551 551 1 1 3 0 flag(scrs) - - - 
M0407 1 84.5 93.6 97.3 1344 1344 1 1 3 0 - - - - 
M0330 4 50.5 70 84.4 552 1441.2 1 1 3 0 - - - - 
M0951 2 49.1 49.2 49.2 483 501 1 1 21 0 - - flag(seq) - 
M0664 11 54.1 70 99.3 1735 5000.5 1 1 3 0 - - - - 
M0086 1 62 96.2 100 654 654 1 1 23 0 - - flag(seq) - 
M1300 4 82.5 80.6 83.4 870 1872.6 2.8 3 3 0 flag(scrs) - - - 
M1058 5 75.2 74.7 77.8 938 3881.8 1 1 3 0 flag(scrs) - - - 
M1096 12 85.2 84.2 88.3 311.5 550 1.3 2 6 0 flag(scrs) - - - 
M0212 1 71.2 80.5 92.9 6976 6976 1 1 2 0 - - - - 
M0806 1 27.1 57.2 100 4254 4254 1 1 8 0 - - - - 
M0858 2 60.1 66 73.6 347 2057 1 1 2 0 - - - - 
M0073 1 56.6 70.2 31.3 405 405 1 1 3 0 - - - - 
M1241 1 96.6 96.3 96.8 1943 1943 1 1 4 0 flag(scrs) - - - 
M0322 3 10.3 67.1 97.8 1023 1594.7 1 1 5 0 - - - - 
M1540 1 53.6 67.6 100 1359 1359 1 1 2 0 - - - - 
M1388 1 84 85.2 85.6 460 460 1 1 2 0 - - - - 
M0100 1 71.9 76.1 67.1 731 731 1 1 3 0 - - - - 
M1217 1 3 84.9 87.7 1072 1072 1 1 3 0 - - - - 
M0020 6 74.4 74.1 74.3 446 990.7 1 1 2 0 flag(scrs) - - - 
M0786 2 64.9 68.6 66.9 3191 3643 1 1 0 0 - - - - 
M0392 1 4.3 90.3 99.4 953 953 1 1 5 0 - - - - 
M1417 1 95.6 96 96.5 906 906 1 1 8 0 - - - - 
M1293 1 57.2 53 49.6 1957 1957 1 1 2 0 flag(scrs) - - - 
M1254 1 73.6 59.8 73.5 640 640 1 1 3 1 flag(scrs) - - - 
M0561 1 57 56.7 52.7 1893 1893 1 1 3 0 flag(scrs) - - - 
M0480 1 57.2 63.1 80.2 2013 2013 1 1 2 0 - - - - 
M1368 1 56.8 90.4 99.8 2914 2914 1 1 3 0 - - - - 
M0871 2 94.2 94.2 93.9 1246 1435.5 1 1 4 0 - - - - 
M0702 1 30.5 97.1 100 3408 3408 1 1 6 0 - - - - 
M1552 2 41.4 46.4 22.9 203 287 1 1 3 0 - flag(time) - - 
M1197 1 49.7 91.9 100 704 704 1 1 9 0 - - - - 
M0066 1 54.6 49.5 54 778 778 1 1 3 0 flag(scrs) - - - 
M0801 1 66.7 84 100 1248 1248 1 1 14 0 - - flag(seq) - 
M0367 1 65.5 63.5 58.8 3142 3142 1 1 0 1 flag(scrs) - - - 
M0082 5 67.7 84.7 99.3 1472 3817.2 1 1 6 0 - - - - 
M1418 1 49.3 43.1 58.7 785 785 1 1 4 0 flag(scrs) - - - 
M1081 12 90.1 94.7 99.8 275 421.4 1 1 6 0 - flag(time) - - 
M1366 7 65.8 67.4 68.4 1333 4820.3 1 1 2 0 - - - - 
M0158 2 58.3 61.7 51.8 709 760.5 1 1 2 0 - - - - 
M0217 1 10 93.5 100 2704 2704 1 1 8 0 - - - - 
M0884 2 61.8 69.6 66.4 1728 2827.5 1 1 2 0 - - - - 
M1537 6 77.4 78.6 79.3 256 2377.2 1 1 2 0 - flag(time) - - 
M0092 15 67.4 73.5 77.8 773.8 3062 2.4 4 3 0 - - - - 
M1062 2 74.8 71.4 71.2 2887 4578.5 1 1 3 0.5 flag(scrs) - - - 
M0144 1 24.7 84.8 100 1544 1544 1 1 5 0 - - - - 
M1116 2 98.3 98 98.4 1199 1202 1 1 9 0 flag(scrs) - - - 
M1043 1 63.4 62.1 59.8 594 594 1 1 0 1 flag(scrs) - - - 
M1684 3 74.3 76.6 79.3 173 275.7 1 1 3 0.33 - flag(time) - - 
M0686 1 71.4 67 90.2 1323 1323 1 1 2 1 flag(scrs) - - - 
M1474 1 85.9 78.4 86.9 779 779 1 1 3 0 flag(scrs) - - - 
M0462 9 57.5 58.7 58.8 1339 1567.4 1 1 2 0.11 - - - - 
M0381 1 75.6 89 85.7 2071 2071 1 1 2 0 - - - - 
M0551 29 74.1 86.3 95.6 615 2383.8 1.9 4 4 0 - - - - 
M1092 3 32.7 43.8 99.3 5559 5893 1 1 3 0 - - - - 
M0523 1 77.6 75.9 93.4 2400 2400 1 1 4 1 flag(scrs) - - - 
M0329 2 74.4 75.2 73.1 870 917.5 1 1 2 0 - - - - 
M1494 19 53.6 79 99.1 144 865.6 2.3 4 3 0.11 - flag(time) - - 
M0389 1 73.4 70 69.4 589 589 1 1 2 1 flag(scrs) - - - 
M1504 1 81.3 75 78.2 917 917 1 1 11 0 flag(scrs) - flag(seq) - 
M0738 2 66.9 66.8 73 842 1008.5 1 1 4 0 flag(scrs) - - - 
M0169 1 66.6 78.5 75.4 808 808 1 1 2 0 - - - - 
M0845 1 74.4 87.1 99.5 2382 2382 1 1 2 0 - - - - 
M1631 2 82.3 76.3 74.7 3006 3506.5 1 1 2 0 flag(scrs) - - - 
M1260 1 87.7 81.1 65.2 284 284 1 1 4 0 flag(scrs) flag(time) - - 
M0853 3 100 99.5 99.9 1564 2325.6 2.7 3 79 0.33 flag(scrs) - flag(seq) - 
M1052 1 48 57.9 48.4 824 824 1 1 2 0 - - - - 
M1671 2 86.4 85.2 88.6 271 773 1 1 3 0.5 flag(scrs) flag(time) - - 
M0183 1 30.7 84.9 63.2 1450 1450 1 1 9 0 - - - - 
M1370 4 52.9 52.7 98.5 757.5 1721.8 1.8 2 16 0 flag(scrs) - flag(seq) - 
M0927 13 68 69.8 89.6 207 2499.5 1 1 3 0 - flag(time) - - 
M0941 4 67.5 67.8 66.5 865 3455.5 1 1 3 0 - - - - 
M0898 4 88.2 85.5 88.7 444 1709 1 1 5 0 flag(scrs) - - - 
M0265 6 66.8 85.9 93.6 1013 2078.7 1.7 2 11 0.33 - - flag(seq) - 
M1520 2 80.5 79.8 71 4690 5192.5 1 1 3 0 flag(scrs) - - - 
M1268 1 69.3 71.8 71.3 443 443 1 1 4 0 - - - - 
M0603 4 51.5 68.7 85.1 3095 4889.2 1 1 3 0 - - - - 
M1483 1 68.9 64.4 68.3 1627 1627 1 1 0 1 flag(scrs) - - - 
M0014 1 28.2 79.7 99.7 4153 4153 1 1 3 0 - - - - 
M1159 7 85.6 85.8 88 1083.5 1401.9 1.3 2 3 0.14 - - - - 
M1334 1 48.1 49.7 52.1 1445 1445 1 1 0 0 - - - - 
M0468 7 66.1 66.2 67 383 3358.6 1 1 3 0 - - - - 
M0768 2 61.9 63.4 67.3 728 974.5 1 1 2 0 - - - - 
M1320 3 64.5 66.9 66.7 2387 3728 1 1 3 0 - - - - 
M0775 1 77.3 64.8 80 387 387 1 1 4 0 flag(scrs) - - - 
M0960 1 73 68.6 82.2 2110 2110 1 1 2 0 flag(scrs) - - - 
M0402 1 40 44.6 95.1 4797 4797 1 1 2 0 - - - - 
M1174 11 36.6 67.9 99.2 273 1144.6 1 1 5 0 - flag(time) - - 
M1535 1 16 60.6 100 1552 1552 1 1 4 0 - - - - 
M1554 24 65 82 99.7 744 2267.8 1.2 2 6 0 - - - - 
M0461 2 72.9 75.6 75.5 243 416 1 1 3 0 - flag(time) - - 
M0563 1 42 86.3 98.4 1847 1847 1 1 3 0 - - - - 
M0267 1 73.8 82.7 99.6 1752 1752 1 1 2 0 - - - - 
M0684 1 64 72.6 99.1 1321 1321 1 1 2 0 - - - - 
M1643 2 56.2 58.5 61 192 283 1 1 3 0 - flag(time) - - 
M0365 1 32.6 81.3 99.6 1106 1106 1 1 3 0 - - - - 
M1411 1 31.5 2.9 50 68 68 1 1 47 0 flag(scrs) flag(time) flag(seq) - 
M0630 3 42.8 72.9 82.2 978 1713 1 1 3 0 - - - - 
M0363 14 33.8 35.9 94.5 222.8 1123.8 3.4 6 7 0 - flag(time) - - 
M1606 4 46.3 47.7 49 479 742.2 1.5 2 2 0.25 - - - - 
M0482 3 66.7 78.9 84.9 793 1187.7 1 1 6 0 - - - - 
M0943 1 51.6 69.1 100 6683 6683 1 1 3 0 - - - - 
M1451 1 67.2 66.9 70.6 785 785 1 1 0 0 flag(scrs) - - - 
M0065 1 41.4 81 100 2127 2127 1 1 4 0 - - - - 
M0789 1 82.7 84.1 79.8 3084 3084 1 1 3 0 - - - - 
M1644 4 63.9 63.9 66.7 711.5 2149.9 1.5 2 2 0.25 flag(scrs) - - - 
M1290 1 NaN 83.8 NaN 206 206 1 1 3 0 flag(incomplete) - - - 
M1650 15 61.4 67.9 95.2 428 2811.7 1 1 3 0 - - - - 
M0373 1 74.8 65.3 71 474 474 1 1 2 0 flag(scrs) - - - 
M1098 1 62.8 58.9 57.5 2252 2252 1 1 2 1 flag(scrs) - - - 
M0969 1 70.7 70.6 71.9 1299 1299 1 1 2 0 flag(scrs) - - - 
M1678 1 85 91 88.2 3589 3589 1 1 9 0 - - - - 
M0839 1 50.1 50 49.9 558 558 1 1 26 0 flag(scrs) - flag(seq) - 
M0388 1 10.8 86.9 99.8 1480 1480 1 1 4 0 - - - - 
M1409 3 96.2 94.1 95 231 753 1 1 6 0.33 flag(scrs) flag(time) - - 
M1628 2 30.4 69 66.9 889 951 1 1 2 0 - - - - 
M1396 1 87.5 86.2 87.9 515 515 1 1 2 0 flag(scrs) - - - 
M1379 1 4.7 75.1 100 1357 1357 1 1 4 0 - - - - 
M0325 3 49.5 58.1 49 1121 3013 1 1 3 0 - - - - 
M0658 1 83.9 82.4 85.4 357 357 1 1 2 0 flag(scrs) - - - 
M0216 1 10.3 76.3 100 2067 2067 1 1 3 0 - - - - 
M1003 1 67.6 69.6 87.7 1606 1606 1 1 3 0 - - - - 
M0741 1 85 76.7 85.9 1014 1014 1 1 2 0 flag(scrs) - - - 
M1489 1 68.9 83.9 98.7 1202 1202 1 1 3 0 - - - - 
M0441 1 52.8 50 53 340 340 1 1 2 0 flag(scrs) - - - 
M0972 4 85.9 85.1 82.6 374 882 1 1 3 0 flag(scrs) - - - 
M1481 2 68.7 69.4 76.5 337 350.5 1 1 2 0 - - - - 
M0135 5 68.2 80.6 90.8 1009 1319 1 1 2 0 - - - - 
M1018 1 33.6 27.3 38.4 105 105 1 1 16 0 flag(scrs) flag(time) flag(seq) - 
M0532 1 54.6 52.7 61.3 246 246 1 1 2 0 flag(scrs) flag(time) - - 
M0222 3 61.7 80.9 99.5 1872 4010.7 1 1 3 0 - - - - 
M1439 1 38.9 55.2 99.4 1950 1950 1 1 2 0 - - - - 
M1282 1 9.3 80.5 100 1261 1261 1 1 8 0 - - - - 
M1278 2 64.1 63.5 59.7 576.5 636.8 2 2 2 0 flag(scrs) - - - 
M0939 2 76.5 81.2 87.9 274 360 1 1 2 0.5 - flag(time) - - 
M1569 10 77.2 81.3 91.1 873 2217.8 1.2 2 10 0 - - - - 
M0453 3 77.3 76.3 77.3 195 246.7 1 1 3 0 flag(scrs) flag(time) - - 
M0203 1 57.2 83.7 98.8 2951 2951 1 1 8 0 - - - - 
M0452 2 71.8 78 82.7 2100 2617.5 1 1 8 0 - - - - 
M1327 2 59.1 71.4 86.9 935 2756.5 1 1 3 0 - - - - 
M1121 6 47.8 48.3 53.4 110 233.5 1 1 18 0.67 - flag(time) flag(seq) - 
M0195 1 92.7 94.6 93.7 525 525 1 1 3 0 - - - - 
M1576 1 43.9 56.1 71.3 1445 1445 1 1 0 0 - - - - 
M1398 15 73.6 73.6 76.2 482.8 1842.9 2.4 4 3 0 - - - - 
M0827 1 4.1 51.8 99.7 2191 2191 1 1 6 0 - - - - 
M1350 1 22.1 67.4 87.2 1396 1396 1 1 4 0 - - - - 
M0166 1 14.8 78.3 100 1288 1288 1 1 2 0 - - - - 
M1624 1 78.2 73.5 98.8 5241 5241 1 1 2 0 flag(scrs) - - - 
M1674 1 45.5 84 100 751 751 1 1 4 0 - - - - 
M1362 1 50.8 49.8 93.5 1034 1034 1 1 2 0 flag(scrs) - - - 
M0156 1 0 3.9 0 208 208 1 1 64 0 - flag(time) flag(seq) - 
M0023 1 78.6 61.8 85.1 6231 6231 1 1 2 0 flag(scrs) - - - 
M0924 1 54 60.5 62.9 443 443 1 1 2 0 - - - - 
M0055 1 21.8 58.8 96.2 2278 2278 1 1 4 0 - - - - 
M0500 1 43.2 68.5 90.2 673 673 1 1 5 0 - - - - 
M1428 4 79.7 79.7 99.9 6029 6625.8 1 1 4 0.25 - - - - 
M0567 1 61.1 60.8 61.6 763 763 1 1 2 0 flag(scrs) - - - 
M0440 64 6.1 6.9 6.6 18 51.7 1 1 179 0 - flag(time) flag(seq) - 
M0096 1 11.1 44.3 11.1 783 783 1 1 50 0 - - flag(seq) - 
M1040 1 72.7 74.2 95.5 519 519 1 1 4 0 - - - - 
M1455 2 70.2 66.7 93.6 945 3447 1 1 5 0 flag(scrs) - - - 
M0366 2 65 75.5 85.4 4257 5084 1 1 2 0 - - - - 
M1020 11 69.3 72.9 69.7 326 1565.4 1.2 2 5 0 - - - - 
M0601 4 70.3 69.8 68.3 300 2347.2 1 1 2 0.25 flag(scrs) - - - 
M1269 1 0 0 0 1865 1865 1 1 77 0 - - flag(seq) - 
M1496 5 62.3 95.2 100 1815 2903.6 1 1 9 0 - - - - 
M0693 1 61.2 59.2 89 1274 1274 1 1 2 0 flag(scrs) - - - 
M1625 1 70.2 71.6 80.2 1500 1500 1 1 2 0 - - - - 
M0332 1 34.1 64 71.6 696 696 1 1 2 0 - - - - 
M0353 1 50.3 71.4 93.7 4021 4021 1 1 2 0 - - - - 
M0765 4 82.9 85.8 93.9 2833 3492.5 1 1 3 0 - - - - 
M0384 1 41.2 34.7 38.6 856 856 1 1 0 0 flag(scrs) - - - 
M0159 1 40 83.2 99.3 2839 2839 1 1 4 0 - - - - 
M0394 8 72.3 74 88.3 714 1058.4 1.6 2 2 0 - - - - 
M1530 2 80.1 68.4 75.9 2492 3152 1 1 3 0 flag(scrs) - - - 
M1384 1 11.1 60.1 99.2 4698 4698 1 1 6 0 - - - - 
M0313 2 93.4 93 87.4 1067.5 1113.2 2 2 5 0 flag(scrs) - - - 
M0707 2 68.4 63.6 64.6 219.5 244 2 2 2 0 flag(scrs) flag(time) - - 
M0103 4 30.3 81.5 99.4 583 1897 1 1 4 0 - - - - 
M1106 1 NaN 1 NaN 1454 1454 1 1 0 0 flag(incomplete) - - - 
M1173 30 79.3 79.5 80.5 282.8 1158.9 4.8 11 3 0 - flag(time) - - 
M0586 1 10 61.8 100 2062 2062 1 1 4 0 - - - - 
M0004 1 54.1 80.8 88.3 2291 2291 1 1 2 0 - - - - 
M1193 1 67.5 69.7 67 943 943 1 1 2 0 - - - - 
M1467 1 32.3 60.3 100 1899 1899 1 1 5 0 - - - - 
M1180 8 64 60.8 65.1 223 507.4 1 1 4 0 flag(scrs) flag(time) - - 
M0599 2 59.1 53.5 68.4 1189 1377 1 1 5 0 flag(scrs) - - - 
M1139 1 52.5 56 55 838 838 1 1 2 0 - - - - 
M1529 1 12.1 74.7 99.5 2930 2930 1 1 2 0 - - - - 
M0732 1 81.2 79.9 80.4 667 667 1 1 0 1 flag(scrs) - - - 
M1033 1 35.7 82.1 100 5637 5637 1 1 3 0 - - - - 
M0553 1 67.5 70.9 71.9 3211 3211 1 1 3 0 - - - - 
M0591 1 13.2 44.8 87 2389 2389 1 1 4 0 - - - - 
M1588 2 90 89.8 90.4 3329 4866 1 1 2 0 flag(scrs) - - - 
M1317 1 12.5 85.2 100 2305 2305 1 1 9 0 - - - - 
M1216 2 63.5 65.6 60.5 973 2321.5 1 1 0 0 - - - - 
M0236 1 NaN 66.7 NaN 1241 1241 1 1 3 0 flag(incomplete) - - - 
M1416 1 50.2 90.9 97.7 6094 6094 1 1 3 0 - - - - 
M0784 12 52.9 69.9 99.1 2247 5554.5 1 1 3 0 - - - - 
M0190 1 29.8 64.6 82.6 1802 1802 1 1 7 0 - - - - 
M0626 7 77.9 79.6 77.9 358 647.3 1 1 6 0 - - - - 
M1629 1 0 0.1 0 70 70 1 1 78 0 - flag(time) flag(seq) - 
M0962 1 83.6 75.9 82.5 4581 4581 1 1 3 1 flag(scrs) - - - 
M0448 1 42.8 39.6 43.1 1367 1367 1 1 2 0 flag(scrs) - - - 
M0423 1 53.5 65.7 99.1 1373 1373 1 1 2 0 - - - - 
M0335 2 73.6 73.2 72.2 2054 2785.5 1 1 2 0 flag(scrs) - - - 
M0339 1 90.4 84.4 89.6 458 458 1 1 6 1 flag(scrs) - - - 
M1463 8 83.5 83.6 84.8 142.3 727.6 4 6 5 0 - flag(time) - - 
M1382 1 50.6 56.6 64.6 1719 1719 1 1 2 0 - - - - 
M0124 1 33 77.2 100 1699 1699 1 1 2 0 - - - - 
M0406 1 87 85 63.4 1336 1336 1 1 2 0 flag(scrs) - - - 
M0130 2 59.7 73.1 99.2 1025 1249.5 1 1 2 0 - - - - 
M1205 1 1.4 76.5 97.8 1610 1610 1 1 3 0 - - - - 
